date,state,fips,cases,newCases,deaths,newDeaths,tests,newTests,positive,newPositive,negative,newNegative
2021-01-24,Hawaii,15,25093,143,339,6,25782,151,25782,151,,0
2021-01-24,Idaho,16,159581,175,1671,1,618999,1886,159325,527,459674,1359
2021-01-24,Illinois,17,1104206,3169,20680,35,1101819,3292,1101819,3292,,0
2021-01-24,Indiana,18,614120,2520,9716,23,2900051,9095,611039,2520,2289012,6575
2021-01-24,Iowa,19,313140,515,4487,1,1235059,2596,262860,711,972199,1885
2021-01-24,Kansas,20,269611,0,3598,0,1137411,0,266653,0,870758,0
2021-01-24,Kentucky,21,349194,1154,3687,30,346586,2018,346586,2018,,0
2021-01-24,Louisiana,22,383862,3607,8565,82,4815570,39618,383862,3607,4431708,36011
2021-01-24,Maine,23,36598,0,544,0,36598,0,36598,0,,0
2021-01-24,Maryland,24,341666,2184,6865,28,3120857,9824,341452,2145,2779405,7679
2021-01-24,Massachusetts,25,500037,3944,14133,69,4502197,17995,500037,3944,4002160,14051
2021-01-24,Michigan,26,595354,34,15170,0,596746,0,596746,0,,0
2021-01-24,Minnesota,27,455057,1181,6163,32,3225476,12909,454989,1181,2770487,11728
2021-01-24,Mississippi,28,264219,1196,5772,20,1520334,1196,264219,1196,1256115,0
2021-01-24,Missouri,29,481970,1787,6956,7,2197069,7872,449535,2137,1747534,5735
2021-01-24,Montana,30,91662,214,1152,10,91652,242,91652,242,,0
2021-01-24,Nebraska,31,188241,267,1966,0,905788,7780,186854,599,718934,7181
2021-01-24,Nevada,32,271029,1101,4027,10,1306236,3409,270907,1194,1035329,2215
2021-01-24,New Hampshire,33,62337,761,987,6,601566,2264,62337,761,539229,1503
2021-01-24,New Jersey,34,662808,5272,20951,17,9058487,5272,662808,5272,8395679,0
2021-01-24,New Mexico,35,169205,626,3147,30,169205,626,169205,626,,0
2021-01-24,New York,36,1335952,12383,41889,195,1326987,12720,1326987,12720,,0
2021-01-24,North Carolina,37,720580,5297,8739,116,718812,6096,718812,6096,,0
2021-01-24,North Dakota,38,96842,97,1436,0,390625,437,96817,97,293808,340
2021-01-24,Northern Mariana Islands,69,129,0,2,0,17558,0,129,0,17429,0
2021-01-24,Ohio,39,864322,4481,10711,31,864322,4481,864322,4481,,0
2021-01-24,Oklahoma,40,373090,2941,3279,48,3063804,2941,373090,2941,2690714,0
2021-01-24,Oregon,41,138168,568,1885,3,137600,761,137600,761,,0
2021-01-24,Pennsylvania,42,808951,3679,20609,83,4362597,15730,803933,3976,3558664,11754
2021-01-24,Puerto Rico,72,124643,955,1773,2,397000,955,91028,955,305972,0
2021-01-24,Rhode Island,44,109735,0,2083,0,722902,3850,111453,742,611449,3108
2021-01-24,South Carolina,45,418325,4536,6547,68,3985112,40994,418325,4536,3566787,36458
2021-01-24,South Dakota,46,107148,185,1705,9,397239,819,107148,185,290091,634
2021-01-24,Tennessee,47,694381,2333,8776,40,708717,2841,708717,2841,,0
2021-01-24,Texas,48,2249959,7814,35050,191,2240526,11565,2240526,11565,,0
2021-01-24,Utah,49,336405,1516,1595,13,1742593,6070,336405,1516,1406188,4554
2021-01-24,Vermont,50,11033,125,170,0,295895,1348,11033,125,284862,1223
2021-01-24,Virgin Islands,78,2341,0,24,0,40297,161,2341,6,37956,155
2021-01-24,Virginia,51,472447,3792,6078,-1,472447,3792,472447,3792,,0
2021-01-24,Washington,53,304523,416,4182,0,300198,1949,300198,1949,,0
2021-01-24,West Virginia,54,115307,555,1895,23,115307,555,115307,555,,0
2021-01-24,Wisconsin,55,581377,1374,6193,6,3055712,6586,581377,1374,2474335,5212
2021-01-24,Wyoming,56,50898,315,571,0,218269,315,50898,315,167371,0
2021-01-25,Alabama,01,443009,1839,6662,2,2183032,4768,443009,1839,1740023,2929
2021-01-25,Alaska,02,53061,79,250,0,51693,83,51693,83,,0
2021-01-25,Arizona,04,728231,5657,12239,1,3410772,16427,727895,5321,2682877,11106
2021-01-25,Arkansas,05,284702,636,4650,44,2412826,9200,284702,636,2128124,8564
2021-01-25,California,06,3212839,26903,37499,381,3136158,27007,3136158,27007,,0
2021-01-25,Colorado,08,389227,1267,5602,14,2369866,1177,387462,1177,1982404,0
2021-01-25,Connecticut,09,243632,5817,6911,92,243632,5817,243632,5817,,0
2021-01-25,Delaware,10,75191,616,1049,8,573414,2697,75191,616,498223,2081
2021-01-25,District of Columbia,11,35505,204,879,7,35505,204,35505,204,,0
2021-01-25,Florida,12,1658161,8720,25445,153,9896245,33897,1627830,8542,8268415,25355
2021-01-25,Georgia,13,847036,4238,12890,52,870828,3917,870828,3917,,0
2021-01-25,Guam,66,8523,7,130,1,104327,1053,7554,7,96773,1046
2021-01-25,Hawaii,15,25209,116,339,0,25903,121,25903,121,,0
2021-01-25,Idaho,16,160182,601,1687,16,620368,1369,159506,181,460862,1188
2021-01-25,Illinois,17,1107388,3182,20744,64,1104763,2944,1104763,2944,,0
2021-01-25,Indiana,18,616310,2190,9728,12,2907032,6981,613228,2189,2293804,4792
2021-01-25,Iowa,19,313907,767,4488,1,1236524,1465,263261,401,973263,1064
2021-01-25,Kansas,20,272220,2609,3622,24,1147637,10226,269255,2602,878382,7624
2021-01-25,Kentucky,21,351462,2268,3730,43,347836,1250,347836,1250,,0
2021-01-25,Louisiana,22,385942,2080,8590,25,4842656,27086,385942,2080,4456714,25006
2021-01-25,Maine,23,37046,448,547,3,37046,448,37046,448,,0
2021-01-25,Maryland,24,343353,1687,6900,35,3130222,9365,343138,1686,2787084,7679
2021-01-25,Massachusetts,25,503688,3651,14178,45,4518736,16539,503688,3651,4015048,12888
2021-01-25,Michigan,26,598449,3095,15208,38,600093,3347,600093,3347,,0
2021-01-25,Minnesota,27,455851,794,6166,3,3233544,8068,455783,794,2777761,7274
2021-01-25,Mississippi,28,265146,927,5777,5,1559634,39300,265146,927,1294488,38373
2021-01-25,Missouri,29,483906,1936,6968,12,2200379,3310,450414,879,1749965,2431
2021-01-25,Montana,30,91905,243,1152,0,91816,164,91816,164,,0
2021-01-25,Nebraska,31,188850,609,1984,18,907147,1359,187147,293,720000,1066
2021-01-25,Nevada,32,272006,977,4032,5,1309348,3112,271897,990,1037451,2122
2021-01-25,New Hampshire,33,62768,431,990,3,604024,2458,62768,431,541256,2027
2021-01-25,New Jersey,34,666951,4143,20972,21,9062630,4143,666951,4143,8395679,0
2021-01-25,New Mexico,35,169696,491,3159,12,169696,491,169696,491,,0
2021-01-25,New York,36,1347924,11972,42090,201,1338990,12003,1338990,12003,,0
2021-01-25,North Carolina,37,725176,4596,8777,38,723445,4633,723445,4633,,0
2021-01-25,North Dakota,38,96899,57,1436,0,390763,138,96874,57,293889,81
2021-01-25,Northern Mariana Islands,69,129,0,2,0,17561,3,132,3,17429,0
2021-01-25,Ohio,39,868656,4334,10768,57,868656,4334,868656,4334,,0
2021-01-25,Oklahoma,40,374853,1763,3293,14,3065567,1763,374853,1763,2690714,0
2021-01-25,Oregon,41,138587,419,1892,7,138168,568,138168,568,,0
2021-01-25,Pennsylvania,42,813665,4714,20664,55,4377307,14710,807867,3934,3569440,10776
2021-01-25,Puerto Rico,72,125211,568,1778,5,397568,568,91596,568,305972,0
2021-01-25,Rhode Island,44,111754,2019,2110,27,724367,1465,111754,301,612613,1164
2021-01-25,South Carolina,45,421417,3092,6552,5,4021106,35994,421417,3092,3599689,32902
2021-01-25,South Dakota,46,107180,32,1705,0,397521,282,107180,32,290341,250
2021-01-25,Tennessee,47,695935,1554,8887,111,710427,1710,710427,1710,,0
2021-01-25,Texas,48,2270391,20432,35236,186,2246845,6319,2246845,6319,,0
2021-01-25,Utah,49,337269,864,1599,4,1746248,3655,337264,859,1408984,2796
2021-01-25,Vermont,50,11165,132,171,1,297196,1301,11165,132,286031,1169
2021-01-25,Virgin Islands,78,2350,9,24,0,40297,0,2341,0,37956,0
2021-01-25,Virginia,51,478619,6172,6081,3,478619,6172,478619,6172,,0
2021-01-25,Washington,53,306489,1966,4221,39,300198,0,300198,0,,0
2021-01-25,West Virginia,54,115839,532,1899,4,115839,532,115839,532,,0
2021-01-25,Wisconsin,55,582477,1100,6203,10,3060065,4353,582477,1100,2477588,3253
2021-01-25,Wyoming,56,51062,164,571,0,218433,164,51062,164,167371,0
2021-01-26,Alabama,01,445909,2900,6896,234,2190961,7929,445909,2900,1745052,5029
2021-01-26,Alaska,02,53143,82,251,1,51778,85,51778,85,,0
2021-01-26,Arizona,04,734613,6382,12489,250,3423934,13162,732643,4748,2691291,8414
2021-01-26,Arkansas,05,287187,2485,4690,40,2426140,13314,287187,2485,2138953,10829
2021-01-26,California,06,3234462,21623,38221,722,3153186,17028,3153186,17028,,0
2021-01-26,Colorado,08,390662,1435,5617,15,2380031,10165,388620,1158,1991411,9007
2021-01-26,Connecticut,09,244899,1267,6934,23,244899,1267,244899,1267,,0
2021-01-26,Delaware,10,75490,299,1065,16,574347,933,75490,299,498857,634
2021-01-26,District of Columbia,11,35700,195,888,9,35700,195,35700,195,,0
2021-01-26,Florida,12,1667755,9594,25672,227,9929701,33456,1637296,9466,8292405,23990
2021-01-26,Georgia,13,855488,8452,13065,175,879221,8393,879221,8393,,0
2021-01-26,Guam,66,8535,12,130,0,104883,556,7566,12,97317,544
2021-01-26,Hawaii,15,25272,63,398,59,25967,64,25967,64,,0
2021-01-26,Idaho,16,160727,545,1691,4,622161,1793,160033,527,462128,1266
2021-01-26,Illinois,17,1111028,3640,20853,109,1108430,3667,1108430,3667,,0
2021-01-26,Indiana,18,618037,1727,9807,79,2912183,5151,614946,1718,2297237,3433
2021-01-26,Iowa,19,315002,1095,4492,4,1238482,1958,263852,591,974630,1367
2021-01-26,Kansas,20,272303,83,3625,3,1147637,0,269255,0,878382,0
2021-01-26,Kentucky,21,354191,2729,3769,39,350528,2692,350528,2692,,0
2021-01-26,Louisiana,22,388562,2620,8621,31,4873912,31256,388562,2620,4485350,28636
2021-01-26,Maine,23,37708,662,558,11,37708,662,37708,662,,0
2021-01-26,Maryland,24,344839,1486,6963,63,3138036,7814,344620,1482,2793416,6332
2021-01-26,Massachusetts,25,506183,2495,14220,42,4530558,11822,506183,2495,4024375,9327
2021-01-26,Michigan,26,600857,2408,15294,86,602168,2075,602168,2075,,0
2021-01-26,Minnesota,27,456558,707,6174,8,3234017,473,456490,707,2777527,-234
2021-01-26,Mississippi,28,266598,1452,5852,75,1561086,1452,266598,1452,1294488,0
2021-01-26,Missouri,29,485533,1627,7082,114,2204025,3646,451493,1079,1752532,2567
2021-01-26,Montana,30,92249,344,1186,34,92160,344,92160,344,,0
2021-01-26,Nebraska,31,189151,301,1997,13,911951,4804,187793,646,724158,4158
2021-01-26,Nevada,32,272942,936,4092,60,1312821,3473,272853,956,1039968,2517
2021-01-26,New Hampshire,33,63172,404,994,4,605220,1196,63172,404,542048,792
2021-01-26,New Jersey,34,671727,4776,21105,133,9251821,189191,671727,4776,8580094,184415
2021-01-26,New Mexico,35,170296,600,3173,14,170296,600,170296,600,,0
2021-01-26,New York,36,1358964,11040,42273,183,1350054,11064,1350054,11064,,0
2021-01-26,North Carolina,37,730707,5531,8839,62,727423,3978,727423,3978,,0
2021-01-26,North Dakota,38,97031,132,1440,4,391291,528,97006,132,294285,396
2021-01-26,Northern Mariana Islands,69,131,2,2,0,17561,0,132,0,17429,0
2021-01-26,Ohio,39,872918,4262,10856,88,872918,4262,872918,4262,,0
2021-01-26,Oklahoma,40,376424,1571,3323,30,3093132,27565,376424,1571,2716708,25994
2021-01-26,Oregon,41,139355,768,1909,17,138587,419,138587,419,,0
2021-01-26,Pennsylvania,42,818330,4665,20883,219,4392346,15039,812495,4628,3579851,10411
2021-01-26,Puerto Rico,72,125684,473,1783,5,398041,473,92069,473,305972,0
2021-01-26,Rhode Island,44,112396,642,2126,16,727063,2696,112396,642,614667,2054
2021-01-26,South Carolina,45,423667,2250,6578,26,4048626,27520,423667,2250,3624959,25270
2021-01-26,South Dakota,46,107380,200,1705,0,398190,669,107380,200,290810,469
2021-01-26,Tennessee,47,699570,3635,9078,191,712406,1979,712406,1979,,0
2021-01-26,Texas,48,2291007,20616,35544,308,2273119,26274,2273119,26274,,0
2021-01-26,Utah,49,338675,1406,1614,15,1750871,4623,338675,1411,1412196,3212
2021-01-26,Vermont,50,11285,120,171,0,297484,288,11285,120,286199,168
2021-01-26,Virgin Islands,78,2373,23,24,0,40465,168,2350,9,38115,159
2021-01-26,Virginia,51,483326,4707,6174,93,483326,4707,483326,4707,,0
2021-01-26,Washington,53,307880,1391,4245,24,302141,1943,302141,1943,,0
2021-01-26,West Virginia,54,116978,1139,1928,29,116978,1139,116978,1139,,0
2021-01-26,Wisconsin,55,584041,1564,6268,65,3065776,5711,584041,1564,2481735,4147
2021-01-26,Wyoming,56,51152,90,596,25,220670,2237,51152,90,169518,2147
2021-01-27,Alabama,01,449086,3177,7172,276,2200154,9193,449086,3177,1751068,6016
2021-01-27,Alaska,02,53322,179,252,1,51951,173,51951,173,,0
2021-01-27,Arizona,04,740599,5986,12668,179,3440704,16770,738561,5918,2702143,10852
2021-01-27,Arkansas,05,288964,1777,4742,52,2438035,11895,288964,1777,2149071,10118
2021-01-27,California,06,3253095,18633,38927,706,3169914,16728,3169914,16728,,0
2021-01-27,Colorado,08,392448,1786,5648,31,2387289,7258,390258,1638,1997031,5620
2021-01-27,Connecticut,09,247339,2440,6976,42,247339,2440,247339,2440,,0
2021-01-27,Delaware,10,75832,342,1072,7,576414,2067,75832,342,500582,1725
2021-01-27,District of Columbia,11,35865,165,895,7,35865,165,35865,165,,0
2021-01-27,Florida,12,1676163,8408,25832,160,9957365,27664,1645507,8211,8311858,19453
2021-01-27,Georgia,13,861830,6342,13222,157,885605,6384,885605,6384,,0
2021-01-27,Guam,66,8537,2,130,0,105387,504,7568,2,97819,502
2021-01-27,Hawaii,15,25366,94,401,3,26070,103,26070,103,,0
2021-01-27,Idaho,16,161369,642,1716,25,624871,2710,160592,559,464279,2151
2021-01-27,Illinois,17,1114798,3770,20950,97,1112181,3751,1112181,3751,,0
2021-01-27,Indiana,18,620275,2238,9845,38,2920127,7944,617176,2230,2302951,5714
2021-01-27,Iowa,19,316114,1112,4500,8,1241079,2597,264583,731,976496,1866
2021-01-27,Kansas,20,275468,3165,3718,93,1159776,12139,272517,3262,887259,8877
2021-01-27,Kentucky,21,356837,2646,3805,36,352943,2415,352943,2415,,0
2021-01-27,Louisiana,22,392416,3854,8688,67,4908042,34130,392416,3854,4515626,30276
2021-01-27,Maine,23,38170,462,562,4,38170,462,38170,462,,0
2021-01-27,Maryland,24,346734,1895,6996,33,3148530,10494,346559,1939,2801971,8555
2021-01-27,Massachusetts,25,509503,3320,14304,84,4546255,15697,509503,3320,4036752,12377
2021-01-27,Michigan,26,602896,2039,15303,9,604233,2065,604233,2065,,0
2021-01-27,Minnesota,27,457385,827,6192,18,3239864,5847,457317,827,2782547,5020
2021-01-27,Mississippi,28,268672,2074,5917,65,1563160,2074,268672,2074,1294488,0
2021-01-27,Missouri,29,487273,1740,7118,36,2209466,5441,452937,1444,1756529,3997
2021-01-27,Montana,30,92619,370,1202,16,92531,371,92531,371,,0
2021-01-27,Nebraska,31,189847,696,2010,13,914431,2480,188122,329,726309,2151
2021-01-27,Nevada,32,274039,1097,4139,47,1316036,3215,273873,1020,1042163,2195
2021-01-27,New Hampshire,33,63563,391,1006,12,607333,2113,63563,391,543770,1722
2021-01-27,New Jersey,34,676537,4810,21234,129,9295008,43187,676537,4810,8618471,38377
2021-01-27,New Mexico,35,171047,751,3200,27,171047,751,171047,751,,0
2021-01-27,New York,36,1369329,10365,42434,161,1361082,11028,1361082,11028,,0
2021-01-27,North Carolina,37,735542,4835,8959,120,733010,5587,733010,5587,,0
2021-01-27,North Dakota,38,97185,154,1441,1,392001,710,97160,154,294841,556
2021-01-27,Northern Mariana Islands,69,131,0,2,0,17561,0,132,0,17429,0
2021-01-27,Ohio,39,878284,5366,10931,75,878284,5366,878284,5366,,0
2021-01-27,Oklahoma,40,379110,2686,3388,65,3115197,22065,379110,2686,2736087,19379
2021-01-27,Oregon,41,140063,708,1936,27,139355,768,139355,768,,0
2021-01-27,Pennsylvania,42,824216,5886,21105,222,4408553,16207,818369,5874,3590184,10333
2021-01-27,Puerto Rico,72,125859,175,1794,11,398216,175,92244,175,305972,0
2021-01-27,Rhode Island,44,113009,613,2135,9,730629,3566,113009,613,617620,2953
2021-01-27,South Carolina,45,427231,3564,6673,95,4072097,23471,427231,3564,3644866,19907
2021-01-27,South Dakota,46,107608,228,1739,34,399210,1020,107608,228,291602,792
2021-01-27,Tennessee,47,701997,2427,9230,152,715806,3400,715806,3400,,0
2021-01-27,Texas,48,2310785,19778,36024,480,2292732,19613,2292732,19613,,0
2021-01-27,Utah,49,340684,2009,1620,6,1757483,6612,340684,2009,1416799,4603
2021-01-27,Vermont,50,11379,94,172,1,298456,972,11379,94,287077,878
2021-01-27,Virgin Islands,78,2373,0,24,0,40681,216,2373,23,38308,193
2021-01-27,Virginia,51,488553,5227,6228,54,488553,5227,488553,5227,,0
2021-01-27,Washington,53,309604,1724,4294,49,303482,1341,303482,1341,,0
2021-01-27,West Virginia,54,117775,797,1953,25,117775,797,117775,797,,0
2021-01-27,Wisconsin,55,585600,1559,6306,38,3072560,6784,585600,1559,2486960,5225
2021-01-27,Wyoming,56,51368,216,596,0,223056,2386,51368,216,171688,2170
2021-01-28,Alabama,01,452734,3648,7340,168,2211905,11751,452734,3648,1759171,8103
2021-01-28,Alaska,02,53524,202,253,1,52150,199,52150,199,,0
2021-01-28,Arizona,04,745976,5377,12861,193,3456079,15375,743232,4671,2712847,10704
2021-01-28,Arkansas,05,290856,1892,4784,42,2452689,14654,290856,1892,2161833,12762
2021-01-28,California,06,3272726,19631,39527,600,3186610,16696,3186610,16696,,0
2021-01-28,Colorado,08,394668,2220,5670,22,2394971,7682,391699,1441,2003272,6241
2021-01-28,Connecticut,09,248765,1426,7020,44,248765,1426,248765,1426,,0
2021-01-28,Delaware,10,76495,663,1075,3,579038,2624,76495,663,502543,1961
2021-01-28,District of Columbia,11,36132,267,902,7,36132,267,36132,267,,0
2021-01-28,Florida,12,1687586,11423,26034,202,10004821,47456,1656697,11190,8348124,36266
2021-01-28,Georgia,13,869165,7335,13404,182,892957,7352,892957,7352,,0
2021-01-28,Guam,66,8541,4,130,0,105794,407,7572,4,98222,403
2021-01-28,Hawaii,15,25460,94,403,2,26169,99,26169,99,,0
2021-01-28,Idaho,16,161863,494,1724,8,627367,2496,161212,620,466155,1876
2021-01-28,Illinois,17,1119004,4206,21074,124,1116372,4191,1116372,4191,,0
2021-01-28,Indiana,18,623094,2819,9879,34,2930353,10226,619995,2819,2310358,7407
2021-01-28,Iowa,19,317124,1010,4532,32,1244219,3140,265546,963,978673,2177
2021-01-28,Kansas,20,275585,117,3718,0,1159776,0,272517,0,887259,0
2021-01-28,Kentucky,21,359978,3141,3863,58,355877,2934,355877,2934,,0
2021-01-28,Louisiana,22,394909,2493,8743,55,4938784,30742,394909,2493,4543875,28249
2021-01-28,Maine,23,38454,284,567,5,38454,284,38454,284,,0
2021-01-28,Maryland,24,348925,2191,7037,41,3159275,10745,348749,2190,2810526,8555
2021-01-28,Massachusetts,25,514134,4631,14348,44,4566284,20029,514134,4631,4052150,15398
2021-01-28,Michigan,26,605152,2256,15393,90,606488,2255,606488,2255,,0
2021-01-28,Minnesota,27,458701,1316,6208,16,3252651,12787,458633,1316,2794018,11471
2021-01-28,Mississippi,28,270476,1804,5945,28,1564964,1804,270476,1804,1294488,0
2021-01-28,Missouri,29,489451,2178,7141,23,2215789,6323,454573,1636,1761216,4687
2021-01-28,Montana,30,93018,399,1213,11,92934,403,92934,403,,0
2021-01-28,Nebraska,31,190585,738,2013,3,916310,1879,188784,662,727526,1217
2021-01-28,Nevada,32,275125,1086,4188,49,1319845,3809,274951,1078,1044894,2731
2021-01-28,New Hampshire,33,64258,695,1022,16,610745,3412,64258,695,546487,2717
2021-01-28,New Jersey,34,681283,4746,21301,67,9341031,46023,681283,4746,8659748,41277
2021-01-28,New Mexico,35,171719,672,3228,28,171719,672,171719,672,,0
2021-01-28,New York,36,1383112,13783,42639,205,1374480,13398,1374480,13398,,0
2021-01-28,North Carolina,37,741583,6041,9099,140,739500,6490,739500,6490,,0
2021-01-28,North Dakota,38,97330,145,1442,1,392615,614,97305,145,295310,469
2021-01-28,Northern Mariana Islands,69,131,0,2,0,17561,0,132,0,17429,0
2021-01-28,Ohio,39,883716,5432,11006,75,883716,5432,883716,5432,,0
2021-01-28,Oklahoma,40,381430,2320,3423,35,3131910,16713,381430,2320,2750480,14393
2021-01-28,Oregon,41,140783,720,1946,10,140063,708,140063,708,,0
2021-01-28,Pennsylvania,42,830295,6079,21350,245,4425370,16817,824405,6036,3600965,10781
2021-01-28,Puerto Rico,72,126156,297,1801,7,398513,297,92541,297,305972,0
2021-01-28,Rhode Island,44,113754,745,2144,9,734313,3684,113754,745,620559,2939
2021-01-28,South Carolina,45,431169,3938,6903,230,4099194,27097,431169,3938,3668025,23159
2021-01-28,South Dakota,46,107795,187,1763,24,400070,860,107795,187,292275,673
2021-01-28,Tennessee,47,704464,2467,9332,102,717583,1777,717583,1777,,0
2021-01-28,Texas,48,2330107,19322,36434,410,2310952,18220,2310952,18220,,0
2021-01-28,Utah,49,342445,1761,1620,0,1764432,6949,342445,1761,1421987,5188
2021-01-28,Vermont,50,11523,144,172,0,299631,1175,11523,144,288108,1031
2021-01-28,Virgin Islands,78,2384,11,24,0,40951,270,2384,11,38567,259
2021-01-28,Virginia,51,493674,5121,6308,80,493674,5121,493674,5121,,0
2021-01-28,Washington,53,312042,2438,4328,34,305289,1807,305289,1807,,0
2021-01-28,West Virginia,54,118562,787,1983,30,118562,787,118562,787,,0
2021-01-28,Wisconsin,55,587580,1980,6339,33,3080724,8164,587580,1980,2493144,6184
2021-01-28,Wyoming,56,51430,62,596,0,223507,451,51430,62,172077,389
2021-01-29,Alabama,01,455582,2848,7566,226,2223535,11630,455582,2848,1767953,8782
2021-01-29,Alaska,02,53705,181,253,0,52335,185,52335,185,,0
2021-01-29,Arizona,04,750787,4811,13047,186,3470553,14474,748260,5028,2722293,9446
2021-01-29,Arkansas,05,292563,1707,4831,47,2466707,14018,292563,1707,2174144,12311
2021-01-29,California,06,3292469,19743,40192,665,3205947,19337,3205947,19337,,0
2021-01-29,Colorado,08,395772,1104,5694,24,2405163,10192,393421,1722,2011742,8470
2021-01-29,Connecticut,09,250023,1258,7046,26,250023,1258,250023,1258,,0
2021-01-29,Delaware,10,76935,440,1078,3,581020,1982,76935,440,504085,1542
2021-01-29,District of Columbia,11,36414,282,907,5,36414,282,36414,282,,0
2021-01-29,Florida,12,1698562,10976,26253,219,10026671,21850,1667442,10745,8359229,11105
2021-01-29,Georgia,13,875514,6349,13557,153,899515,6558,899515,6558,,0
2021-01-29,Guam,66,8548,7,130,0,106122,328,7579,7,98543,321
2021-01-29,Hawaii,15,25599,139,404,1,26321,152,26321,152,,0
2021-01-29,Idaho,16,162482,619,1727,3,629674,2307,161720,508,467954,1799
2021-01-29,Illinois,17,1123152,4148,21147,73,1120528,4156,1120528,4156,,0
2021-01-29,Indiana,18,625730,2636,9925,46,2940233,9880,622625,2630,2317608,7250
2021-01-29,Iowa,19,317689,565,4577,45,1246868,2649,266280,734,980588,1915
2021-01-29,Kansas,20,277623,2038,3779,61,1168723,8947,274685,2168,894038,6779
2021-01-29,Kentucky,21,362123,2145,3910,47,358478,2601,358478,2601,,0
2021-01-29,Louisiana,22,397276,2367,8801,58,4964052,25268,397276,2367,4566776,22901
2021-01-29,Maine,23,38813,359,570,3,38813,359,38813,359,,0
2021-01-29,Maryland,24,350805,1880,7076,39,3171808,12533,350629,1880,2821179,10653
2021-01-29,Massachusetts,25,517252,3118,14444,96,4581107,14823,517252,3118,4063855,11705
2021-01-29,Michigan,26,607179,2027,15401,8,608627,2139,608627,2139,,0
2021-01-29,Minnesota,27,459815,1114,6236,28,3263733,11082,459747,1114,2803986,9968
2021-01-29,Mississippi,28,272662,2186,5983,38,1567150,2186,272662,2186,1294488,0
2021-01-29,Missouri,29,491612,2161,7162,21,2224625,8836,456530,1957,1768095,6879
2021-01-29,Montana,30,93322,304,1228,15,93246,312,93246,312,,0
2021-01-29,Nebraska,31,190709,124,2020,7,918908,2598,189597,813,729311,1785
2021-01-29,Nevada,32,276507,1382,4225,37,1324483,4638,276279,1328,1048204,3310
2021-01-29,New Hampshire,33,64838,580,1036,14,613521,2776,64838,580,548683,2196
2021-01-29,New Jersey,34,687269,5986,21383,82,9398414,57383,687269,5986,8711145,51397
2021-01-29,New Mexico,35,172798,1079,3250,22,172798,1079,172798,1079,,0
2021-01-29,New York,36,1396063,12951,42825,186,1387059,12579,1387059,12579,,0
2021-01-29,North Carolina,37,749491,7908,9213,114,746459,6959,746459,6959,,0
2021-01-29,North Dakota,38,97483,153,1444,2,393325,710,97458,153,295867,557
2021-01-29,Northern Mariana Islands,69,131,0,2,0,17561,0,132,0,17429,0
2021-01-29,Ohio,39,888591,4875,11073,67,888590,4874,888590,4874,,0
2021-01-29,Oklahoma,40,384217,2787,3471,48,3157187,25277,384217,2787,2772970,22490
2021-01-29,Oregon,41,141729,946,1956,10,140783,720,140783,720,,0
2021-01-29,Pennsylvania,42,839888,9593,21524,174,4445414,20044,834048,9643,3611366,10401
2021-01-29,Puerto Rico,72,126583,427,1812,11,398940,427,92968,427,305972,0
2021-01-29,Rhode Island,44,114438,684,2154,10,737890,3577,114438,684,623452,2893
2021-01-29,South Carolina,45,435633,4464,6942,39,4147778,48584,435633,4464,3712145,44120
2021-01-29,South Dakota,46,107955,160,1768,5,400824,754,107955,160,292869,594
2021-01-29,Tennessee,47,708721,4257,9374,42,722491,4908,722491,4908,,0
2021-01-29,Texas,48,2349047,18940,36804,370,2330028,19076,2330028,19076,,0
2021-01-29,Utah,49,343962,1517,1656,36,1770835,6403,343962,1517,1426873,4886
2021-01-29,Vermont,50,11658,135,172,0,301203,1572,11658,135,289545,1437
2021-01-29,Virgin Islands,78,2398,14,24,0,41488,537,2398,14,39090,523
2021-01-29,Virginia,51,497912,4238,6379,71,497912,4238,497912,4238,,0
2021-01-29,Washington,53,314033,1991,4368,40,307809,2520,307809,2520,,0
2021-01-29,West Virginia,54,119467,905,2006,23,119467,905,119467,905,,0
2021-01-29,Wisconsin,55,589384,1804,6393,54,3087901,7177,589384,1804,2498517,5373
2021-01-29,Wyoming,56,51690,260,596,0,224147,640,51690,260,172457,380
2021-01-30,Alabama,01,455582,0,7566,0,2223535,0,455582,0,1767953,0
2021-01-30,Alaska,02,53851,146,253,0,52470,135,52470,135,,0
2021-01-30,Arizona,04,756027,5240,13111,64,3487842,17289,753379,5119,2734463,12170
2021-01-30,Arkansas,05,294387,1824,4838,7,2479676,12969,294387,1824,2185289,11145
2021-01-30,California,06,3309997,17528,40694,502,3224374,18427,3224374,18427,,0
2021-01-30,Colorado,08,396120,348,5696,2,2406758,1595,395016,1595,2011742,0
2021-01-30,Connecticut,09,250023,0,7046,0,250023,0,250023,0,,0
2021-01-30,Delaware,10,77551,616,1081,3,583812,2792,77551,616,506261,2176
2021-01-30,District of Columbia,11,36662,248,909,2,36662,248,36662,248,,0
2021-01-30,Florida,12,1713581,15019,26359,106,10104436,77765,1682096,14654,8422340,63111
2021-01-30,Georgia,13,881740,6226,13776,219,905858,6343,905858,6343,,0
2021-01-30,Guam,66,8555,7,130,0,106129,7,7586,7,98543,0
2021-01-30,Hawaii,15,25708,109,404,0,26436,115,26436,115,,0
2021-01-30,Idaho,16,162762,280,1727,0,631784,2110,162355,635,469429,1475
2021-01-30,Illinois,17,1126448,3296,21213,66,1123873,3345,1123873,3345,,0
